BAG:xdxdxd add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 03/17/2023 6:00 AM
BAG:xdxdxd add 1xMảnh hồn bông tai lydo: Nhặt từ map at 03/17/2023 6:00 AM
BAG:xdxdxd add 7xĐá lục bảo (old: 6) lydo: Nhặt từ map at 03/17/2023 6:00 AM
BAG:xdxdxd add 98xMảnh hồn bông tai (old: 97) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 99xMảnh hồn bông tai (old: 98) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 23xĐá Ruby (old: 22) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 1xMảnh hồn bông tai lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 2xMảnh hồn bông tai (old: 1) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 3xMảnh hồn bông tai (old: 2) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 4xMảnh hồn bông tai (old: 3) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 5xMảnh hồn bông tai (old: 4) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 6xMảnh hồn bông tai (old: 5) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 7xMảnh hồn bông tai (old: 6) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 8xMảnh hồn bông tai (old: 7) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 9xMảnh hồn bông tai (old: 8) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 10xMảnh hồn bông tai (old: 9) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 11xMảnh hồn bông tai (old: 10) lydo: Nhặt từ map at 03/17/2023 6:24 AM
BAG:xdxdxd add 12xMảnh hồn bông tai (old: 11) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 13xMảnh hồn bông tai (old: 12) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 14xMảnh hồn bông tai (old: 13) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 15xMảnh hồn bông tai (old: 14) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 16xMảnh hồn bông tai (old: 15) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 17xMảnh hồn bông tai (old: 16) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 18xMảnh hồn bông tai (old: 17) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 19xMảnh hồn bông tai (old: 18) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 20xMảnh hồn bông tai (old: 19) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 15xĐá Titan (old: 14) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 21xMảnh hồn bông tai (old: 20) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 22xMảnh hồn bông tai (old: 21) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 23xMảnh hồn bông tai (old: 22) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 24xMảnh hồn bông tai (old: 23) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 25xMảnh hồn bông tai (old: 24) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 38xĐá thạch anh tím (old: 37) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 26xMảnh hồn bông tai (old: 25) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 27xMảnh hồn bông tai (old: 26) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 28xMảnh hồn bông tai (old: 27) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 29xMảnh hồn bông tai (old: 28) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 30xMảnh hồn bông tai (old: 29) lydo: Nhặt từ map at 03/17/2023 6:25 AM
BAG:xdxdxd add 31xMảnh hồn bông tai (old: 30) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 32xMảnh hồn bông tai (old: 31) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 33xMảnh hồn bông tai (old: 32) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 34xMảnh hồn bông tai (old: 33) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 35xMảnh hồn bông tai (old: 34) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 1xGiáp tập luyện cấp 3 lydo: Lấy từ body vào hành trang at 03/17/2023 6:26 AM
BAG:xdxdxd add 36xMảnh hồn bông tai (old: 35) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 37xMảnh hồn bông tai (old: 36) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 38xMảnh hồn bông tai (old: 37) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 39xMảnh hồn bông tai (old: 38) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 40xMảnh hồn bông tai (old: 39) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 41xMảnh hồn bông tai (old: 40) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 39xĐá thạch anh tím (old: 38) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 42xMảnh hồn bông tai (old: 41) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 43xMảnh hồn bông tai (old: 42) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 44xMảnh hồn bông tai (old: 43) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 40xĐá thạch anh tím (old: 39) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 20xĐá Saphia (old: 19) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 14xĐá lục bảo (old: 13) lydo: Nhặt từ map at 03/17/2023 6:26 AM
BAG:xdxdxd add 45xMảnh hồn bông tai (old: 44) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 46xMảnh hồn bông tai (old: 45) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 47xMảnh hồn bông tai (old: 46) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 48xMảnh hồn bông tai (old: 47) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 49xMảnh hồn bông tai (old: 48) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 15xĐá lục bảo (old: 14) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 50xMảnh hồn bông tai (old: 49) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 51xMảnh hồn bông tai (old: 50) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 52xMảnh hồn bông tai (old: 51) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 41xĐá thạch anh tím (old: 40) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 16xĐá lục bảo (old: 15) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 21xĐá Saphia (old: 20) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 53xMảnh hồn bông tai (old: 52) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 54xMảnh hồn bông tai (old: 53) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 55xMảnh hồn bông tai (old: 54) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 17xĐá lục bảo (old: 16) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 56xMảnh hồn bông tai (old: 55) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 57xMảnh hồn bông tai (old: 56) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 58xMảnh hồn bông tai (old: 57) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 59xMảnh hồn bông tai (old: 58) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 60xMảnh hồn bông tai (old: 59) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 61xMảnh hồn bông tai (old: 60) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 30xNgọc Rồng 6 sao (old: 29) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 62xMảnh hồn bông tai (old: 61) lydo: Nhặt từ map at 03/17/2023 6:27 AM
BAG:xdxdxd add 63xMảnh hồn bông tai (old: 62) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 64xMảnh hồn bông tai (old: 63) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 65xMảnh hồn bông tai (old: 64) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 66xMảnh hồn bông tai (old: 65) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 67xMảnh hồn bông tai (old: 66) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 68xMảnh hồn bông tai (old: 67) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 69xMảnh hồn bông tai (old: 68) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 70xMảnh hồn bông tai (old: 69) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 71xMảnh hồn bông tai (old: 70) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 72xMảnh hồn bông tai (old: 71) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 18xĐá lục bảo (old: 17) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 73xMảnh hồn bông tai (old: 72) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 74xMảnh hồn bông tai (old: 73) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 75xMảnh hồn bông tai (old: 74) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 76xMảnh hồn bông tai (old: 75) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 77xMảnh hồn bông tai (old: 76) lydo: Nhặt từ map at 03/17/2023 6:28 AM
BAG:xdxdxd add 78xMảnh hồn bông tai (old: 77) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 79xMảnh hồn bông tai (old: 78) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 80xMảnh hồn bông tai (old: 79) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 81xMảnh hồn bông tai (old: 80) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 82xMảnh hồn bông tai (old: 81) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 83xMảnh hồn bông tai (old: 82) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 16xĐá Titan (old: 15) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 84xMảnh hồn bông tai (old: 83) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 85xMảnh hồn bông tai (old: 84) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 86xMảnh hồn bông tai (old: 85) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 87xMảnh hồn bông tai (old: 86) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 88xMảnh hồn bông tai (old: 87) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 89xMảnh hồn bông tai (old: 88) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 90xMảnh hồn bông tai (old: 89) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 91xMảnh hồn bông tai (old: 90) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 92xMảnh hồn bông tai (old: 91) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 93xMảnh hồn bông tai (old: 92) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 94xMảnh hồn bông tai (old: 93) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 17xĐá Titan (old: 16) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 95xMảnh hồn bông tai (old: 94) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 96xMảnh hồn bông tai (old: 95) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 97xMảnh hồn bông tai (old: 96) lydo: Nhặt từ map at 03/17/2023 6:29 AM
BAG:xdxdxd add 98xMảnh hồn bông tai (old: 97) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 24xĐá Ruby (old: 23) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 99xMảnh hồn bông tai (old: 98) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 1xMảnh hồn bông tai lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 2xMảnh hồn bông tai (old: 1) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 3xMảnh hồn bông tai (old: 2) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 19xĐá lục bảo (old: 18) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 4xMảnh hồn bông tai (old: 3) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 5xMảnh hồn bông tai (old: 4) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 6xMảnh hồn bông tai (old: 5) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 7xMảnh hồn bông tai (old: 6) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 8xMảnh hồn bông tai (old: 7) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 9xMảnh hồn bông tai (old: 8) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 10xMảnh hồn bông tai (old: 9) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 11xMảnh hồn bông tai (old: 10) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 12xMảnh hồn bông tai (old: 11) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 13xMảnh hồn bông tai (old: 12) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 42xĐá thạch anh tím (old: 41) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 14xMảnh hồn bông tai (old: 13) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 15xMảnh hồn bông tai (old: 14) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 16xMảnh hồn bông tai (old: 15) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 17xMảnh hồn bông tai (old: 16) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 18xMảnh hồn bông tai (old: 17) lydo: Nhặt từ map at 03/17/2023 6:30 AM
BAG:xdxdxd add 19xMảnh hồn bông tai (old: 18) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 20xMảnh hồn bông tai (old: 19) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 21xMảnh hồn bông tai (old: 20) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 22xMảnh hồn bông tai (old: 21) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 23xMảnh hồn bông tai (old: 22) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 24xMảnh hồn bông tai (old: 23) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 25xMảnh hồn bông tai (old: 24) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 26xMảnh hồn bông tai (old: 25) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 27xMảnh hồn bông tai (old: 26) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 28xMảnh hồn bông tai (old: 27) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 29xMảnh hồn bông tai (old: 28) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 30xMảnh hồn bông tai (old: 29) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 31xMảnh hồn bông tai (old: 30) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 22xĐá Saphia (old: 21) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 32xMảnh hồn bông tai (old: 31) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 33xMảnh hồn bông tai (old: 32) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 34xMảnh hồn bông tai (old: 33) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 35xMảnh hồn bông tai (old: 34) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 36xMảnh hồn bông tai (old: 35) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 37xMảnh hồn bông tai (old: 36) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 38xMảnh hồn bông tai (old: 37) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 39xMảnh hồn bông tai (old: 38) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 40xMảnh hồn bông tai (old: 39) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 41xMảnh hồn bông tai (old: 40) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 42xMảnh hồn bông tai (old: 41) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 43xMảnh hồn bông tai (old: 42) lydo: Nhặt từ map at 03/17/2023 6:31 AM
BAG:xdxdxd add 44xMảnh hồn bông tai (old: 43) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 25xĐá Ruby (old: 24) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 45xMảnh hồn bông tai (old: 44) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 46xMảnh hồn bông tai (old: 45) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 47xMảnh hồn bông tai (old: 46) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 48xMảnh hồn bông tai (old: 47) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 49xMảnh hồn bông tai (old: 48) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 50xMảnh hồn bông tai (old: 49) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 51xMảnh hồn bông tai (old: 50) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 52xMảnh hồn bông tai (old: 51) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 53xMảnh hồn bông tai (old: 52) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 54xMảnh hồn bông tai (old: 53) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 55xMảnh hồn bông tai (old: 54) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 56xMảnh hồn bông tai (old: 55) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 57xMảnh hồn bông tai (old: 56) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 58xMảnh hồn bông tai (old: 57) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 59xMảnh hồn bông tai (old: 58) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 43xĐá thạch anh tím (old: 42) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 60xMảnh hồn bông tai (old: 59) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 61xMảnh hồn bông tai (old: 60) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 62xMảnh hồn bông tai (old: 61) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 20xĐá lục bảo (old: 19) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 63xMảnh hồn bông tai (old: 62) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 64xMảnh hồn bông tai (old: 63) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 21xĐá lục bảo (old: 20) lydo: Nhặt từ map at 03/17/2023 6:32 AM
BAG:xdxdxd add 18xĐá Titan (old: 17) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 65xMảnh hồn bông tai (old: 64) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 66xMảnh hồn bông tai (old: 65) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 67xMảnh hồn bông tai (old: 66) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 68xMảnh hồn bông tai (old: 67) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 69xMảnh hồn bông tai (old: 68) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 70xMảnh hồn bông tai (old: 69) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 22xĐá lục bảo (old: 21) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 71xMảnh hồn bông tai (old: 70) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 72xMảnh hồn bông tai (old: 71) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 73xMảnh hồn bông tai (old: 72) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 74xMảnh hồn bông tai (old: 73) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 75xMảnh hồn bông tai (old: 74) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 76xMảnh hồn bông tai (old: 75) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 77xMảnh hồn bông tai (old: 76) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 78xMảnh hồn bông tai (old: 77) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 79xMảnh hồn bông tai (old: 78) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 80xMảnh hồn bông tai (old: 79) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 81xMảnh hồn bông tai (old: 80) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 82xMảnh hồn bông tai (old: 81) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 83xMảnh hồn bông tai (old: 82) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 84xMảnh hồn bông tai (old: 83) lydo: Nhặt từ map at 03/17/2023 6:33 AM
BAG:xdxdxd add 85xMảnh hồn bông tai (old: 84) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 23xĐá Saphia (old: 22) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 86xMảnh hồn bông tai (old: 85) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 87xMảnh hồn bông tai (old: 86) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 88xMảnh hồn bông tai (old: 87) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 89xMảnh hồn bông tai (old: 88) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 90xMảnh hồn bông tai (old: 89) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 91xMảnh hồn bông tai (old: 90) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 92xMảnh hồn bông tai (old: 91) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 93xMảnh hồn bông tai (old: 92) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 94xMảnh hồn bông tai (old: 93) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 95xMảnh hồn bông tai (old: 94) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 96xMảnh hồn bông tai (old: 95) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 97xMảnh hồn bông tai (old: 96) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 98xMảnh hồn bông tai (old: 97) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 44xĐá thạch anh tím (old: 43) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 99xMảnh hồn bông tai (old: 98) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 31xNgọc Rồng 6 sao (old: 30) lydo: Nhặt từ map at 03/17/2023 6:34 AM
BAG:xdxdxd add 1xĐá xanh lam lydo: Mua từ cửa hàng at 03/17/2023 6:36 AM
BAG:xdxdxd add 2xĐá xanh lam (old: 1) lydo: Mua từ cửa hàng at 03/17/2023 6:36 AM
BAG:xdxdxd add 1xĐá xanh lam lydo: Mua từ cửa hàng at 03/17/2023 6:38 AM
BAG:xdxdxd add 2xĐá xanh lam (old: 1) lydo: Mua từ cửa hàng at 03/17/2023 6:38 AM
BAG:xdxdxd add 5xPháo hoa lydo: Nhặt từ map at 03/17/2023 6:44 AM
BAG:xdxdxd add 45xĐá thạch anh tím (old: 44) lydo: Nhặt từ map at 03/17/2023 6:44 AM
